iter	Logloss
421	0.1194353832
422	0.119331215
423	0.1193293398
424	0.1192134328
425	0.1190954517
426	0.1190080483
427	0.1189945035
428	0.1189244098
429	0.1188332394
430	0.1187780558
431	0.1186476899
432	0.1185886993
433	0.1184607583
434	0.1183798183
435	0.1182674918
436	0.1181976509
437	0.118100149
438	0.1180438511
439	0.1179291028
440	0.1178119906
441	0.1176943614
442	0.1176037596
443	0.117487847
444	0.1174015664
445	0.1173146411
446	0.1172102522
447	0.1170767815
448	0.1170004385
449	0.1168910047
450	0.1168207706
451	0.1167563313
452	0.1166611739
453	0.1166552374
454	0.1165692291
455	0.1164019751
456	0.1163144855
457	0.1162286144
458	0.1161560555
459	0.1160928699
460	0.1160122846
461	0.1159609675
462	0.1158937502
463	0.1158020949
464	0.1156720187
465	0.1155953095
466	0.1155044766
467	0.1154489111
468	0.1153849905
469	0.1152926232
470	0.1151933695
471	0.1151306714
472	0.1150781035
473	0.1149480277
474	0.1148553214
475	0.1147956881
476	0.1147408218
477	0.1146248419
478	0.1145060929
479	0.1144942462
480	0.1143835414
481	0.114346257
482	0.1142872647
483	0.1142086088
484	0.1141561261
485	0.1140399954
486	0.1139611594
487	0.1138467642
488	0.1137247092
489	0.1136551857
490	0.1135431514
491	0.1134717488
492	0.1134269776
493	0.1133270504
494	0.1132658971
495	0.1131702752
496	0.1130342743
497	0.1129548496
498	0.1129163434
499	0.1128604386
500	0.1128206992
501	0.1127657706
502	0.1127148615
503	0.1126299031
504	0.1125057147
505	0.112443253
506	0.1123190213
507	0.1122485289
508	0.1121973659
509	0.1121483023
510	0.1121019184
511	0.1120337777
512	0.1119909492
513	0.1119519368
514	0.111884536
515	0.1118276619
516	0.1117446593
517	0.1116988103
518	0.1116100276
519	0.1115996799
520	0.1115605794
521	0.1114966174
522	0.1114145789
523	0.1113230571
524	0.1112714025
525	0.1112074272
526	0.1110777534
527	0.1110291422
528	0.1109703955
529	0.1108598157
530	0.1108062002
531	0.1106610617
532	0.1106519022
533	0.1106102511
534	0.1104903704
535	0.1104276294
536	0.1103396363
537	0.110303193
538	0.1102551095
539	0.1101732747
540	0.1101379867
541	0.1100780071
542	0.1100517255
543	0.1100087171
544	0.1099404355
545	0.1098585421
546	0.1097925225
547	0.1096911288
548	0.1095664744
549	0.1095653739
550	0.1095089401
551	0.1094493189
552	0.1093651651
553	0.1092903863
554	0.1092224636
555	0.1091505842
556	0.1091123805
557	0.109046466
558	0.1090022135
559	0.1089132068
560	0.1088850147
561	0.1088132913
562	0.1086914324
563	0.108640646
564	0.1086054673
565	0.1085331607
566	0.1084887113
567	0.1084028253
568	0.1083741593
569	0.1083186218
570	0.1082637354
571	0.1081846537
572	0.1081430511
573	0.1080824504
574	0.1079929756
575	0.1079198691
576	0.1078596595
577	0.1077459958
578	0.1077449531
579	0.1076900836
580	0.107613792
581	0.1075555485
582	0.1075041352
583	0.1074676472
584	0.1074009959
585	0.1073009416
586	0.1072438119
587	0.1071721459
588	0.1071116905
589	0.1070775838
590	0.1070126357
591	0.1069803716
592	0.1069217525
593	0.1068313269
594	0.1067535428
595	0.1067375617
596	0.1067024434
597	0.1066201455
598	0.1065869546
599	0.106502648
600	0.106446795
601	0.1064128861
602	0.1063425148
603	0.1062905381
604	0.1062224906
605	0.1061815913
606	0.1061097952
607	0.1060746218
608	0.1059880668
609	0.105924621
610	0.1059027743
611	0.1058620691
612	0.1057921903
613	0.1057291765
614	0.1056327087
615	0.1055914224
616	0.1055579228
617	0.1054519683
618	0.10540573
619	0.1053825885
620	0.1053470042
621	0.1052900422
622	0.1052164827
623	0.1051868791
624	0.1051351019
625	0.105104469
626	0.1050393799
627	0.1049817002
628	0.1049317186
629	0.104835204
630	0.1047863285
631	0.1047559341
632	0.1046797939
633	0.1046199745
634	0.1045561162
635	0.1044731715
636	0.1044143758
637	0.1043743848
638	0.1043182268
639	0.1042472095
640	0.1042212638
641	0.1042078016
642	0.104149469
643	0.1040857587
644	0.1040524633
645	0.1039990274
646	0.1039379756
647	0.1038429502
648	0.1037754196
649	0.1037239826
650	0.1036266864
651	0.1035725404
652	0.1035174538
653	0.1035043538
654	0.1034093375
655	0.1033200566
656	0.1032481066
657	0.1032206904
658	0.1031407796
659	0.1030631735
660	0.1029649425
661	0.1029092364
662	0.1027871375
663	0.1027541708
664	0.1027177209
665	0.1026395925
666	0.1025947235
667	0.1025588136
668	0.1024684784
669	0.1023832397
670	0.1023161671
671	0.1022689422
672	0.1022377042
673	0.1021553975
674	0.1021149669
675	0.1021052991
676	0.1020670786
677	0.1020232904
678	0.101945219
679	0.1018810392
680	0.1018368363
681	0.1017938286
682	0.1017058759
683	0.1016584872
684	0.1016081108
685	0.1015834129
686	0.1014968493
687	0.1014067882
688	0.1013541693
689	0.101305184
690	0.1012204537
691	0.101170499
692	0.1011291399
693	0.1010927347
694	0.1010787222
695	0.1009952254
696	0.1009894551
697	0.1009701866
698	0.1009358747
699	0.1008947471
700	0.1008318465
701	0.1007400216
702	0.1007304835
703	0.1007004196
704	0.1006681843
705	0.1005777984
706	0.100566576
707	0.1005234656
708	0.10049632
709	0.1004263541
710	0.100390325
711	0.1003476333
712	0.1002994437
713	0.1002330811
714	0.1002041044
715	0.100158357
716	0.1001276665
717	0.1000774305
718	0.1000284282
719	0.09997285767
720	0.09988204471
721	0.09982583018
722	0.09976847253
723	0.09971162052
724	0.09964250524
725	0.09959518157
726	0.09954734118
727	0.09947680965
728	0.09942500451
729	0.09931867206
730	0.09929980454
731	0.09925969414
732	0.09919073279
733	0.09914349413
734	0.09909491839
735	0.09902797229
736	0.09898385059
737	0.09891840705
738	0.09884349539
739	0.09876387165
740	0.09876323581
741	0.09870924313
742	0.09867075275
743	0.09860593368
744	0.09855703014
745	0.09852076902
746	0.09846562131
747	0.09843958982
748	0.09842764222
749	0.09841920474
750	0.0983392266
751	0.09830860425
752	0.09825833721
753	0.09823613715
754	0.09816244482
755	0.09813814042
756	0.09811726407
757	0.09807550713
758	0.09804629209
759	0.09800103917
760	0.09795676498
761	0.09792692638
762	0.09784515675
763	0.09776645255
764	0.09775404855
765	0.09771766265
766	0.09768449002
767	0.09764174697
768	0.09760329692
769	0.0975518195
770	0.09750198936
771	0.09747170104
772	0.09740817438
773	0.09736984629
774	0.0972984404
775	0.09726816157
776	0.09725589278
777	0.09720244414
778	0.09713653075
779	0.09710878202
780	0.09708772652
781	0.09703327312
782	0.09699439284
783	0.09695039594
784	0.09690676499
785	0.09685470343
786	0.09680555287
787	0.09677836831
788	0.09671727322
789	0.09667864268
790	0.09666797097
791	0.096603794
792	0.09654292811
793	0.09647945242
794	0.09640408056
795	0.09631995695
796	0.09629555335
797	0.09626673812
798	0.09625691186
799	0.09622146062
800	0.09616795383
801	0.09610298446
802	0.0960709769
803	0.09600775732
804	0.09597211361
805	0.09591080877
806	0.09587674787
807	0.09583629267
808	0.09575227516
809	0.09570998576
810	0.09570279731
811	0.09567195032
812	0.09566748223
813	0.09563762154
814	0.09561007604
815	0.09554090806
816	0.09550177224
817	0.09546333947
818	0.09539799114
819	0.09533879842
820	0.09525820476
821	0.09522590145
822	0.09518719509
823	0.09516236193
824	0.09512948137
825	0.09509240631
826	0.09502539527
827	0.09495038191
828	0.09487364031
829	0.09482577717
830	0.09482517495
831	0.09479441806
832	0.09476165349
833	0.09472297626
834	0.09466313316
835	0.09466255845
836	0.0946176507
837	0.09459460671
838	0.09458741993
839	0.09449617298
840	0.09448246789
841	0.0944364994
842	0.09441160292
843	0.09441105156
844	0.09438801463
845	0.09431876687
846	0.09427763725
847	0.09420208412
848	0.09412866842
849	0.09406892423
850	0.09400244289
851	0.09396012485
852	0.09393429183
853	0.0938731966
854	0.09380542165
855	0.09374170572
856	0.09371755004
857	0.09368969193
858	0.09363619933
859	0.0936056628
860	0.09358924227
861	0.09351860392
862	0.09346916106
863	0.09342716914
864	0.09342669501
865	0.09337800166
866	0.09335135631
867	0.09332845087
868	0.09329369719
869	0.09323591026
870	0.09318147517
871	0.09312647202
872	0.09308672634
873	0.09302694031
874	0.09299570087
875	0.09293415937
876	0.09292968016
877	0.0928864213
878	0.09285372671
879	0.09281430732
880	0.09279143031
881	0.09275986142
882	0.0927109258
883	0.09268772532
884	0.09267370379
885	0.09263938381
886	0.09258995649
887	0.09253626775
888	0.09248945611
889	0.09246091028
890	0.09243397202
891	0.09239182462
892	0.09238783733
893	0.09231016376
894	0.09224138869
895	0.09222843236
896	0.09214581498
897	0.09208285175
898	0.09203453774
899	0.09198042444
900	0.09188701816
901	0.09180411552
902	0.0917605141
903	0.09171260545
904	0.09166011399
905	0.0916593958
906	0.09165556176
907	0.09165515326
908	0.09162313008
909	0.09156683454
910	0.09152609088
911	0.09148717275
912	0.09142356984
913	0.0914227169
914	0.09135673742
915	0.09135632859
916	0.09127132196
917	0.09123342981
918	0.09118270315
919	0.09113986603
920	0.09110404609
921	0.09107056933
922	0.09103737244
923	0.09101241244
924	0.09097506578
925	0.09097468285
926	0.09094023324
927	0.0908825353
928	0.09083288713
929	0.09079834789
930	0.0907931377
931	0.0907433492
932	0.09069796379
933	0.0906456323
934	0.09058218321
935	0.0905028339
936	0.09049345539
937	0.09042039576
938	0.09038318014
939	0.0903484477
940	0.09030706453
941	0.09028254052
942	0.09022256294
943	0.09015775002
944	0.09010231544
945	0.09007418796
946	0.09006119573
947	0.09003019571
948	0.08996508148
949	0.08995885171
950	0.08990991405
951	0.08985497329
952	0.0898010641
953	0.08978428413
954	0.08972142542
955	0.08966808737
956	0.08962736239
957	0.08958124888
958	0.08952739076
959	0.08952704238
960	0.08951669894
961	0.08950454231
962	0.08946681808
963	0.08943897799
964	0.08943476549
965	0.08936883797
966	0.08934462083
967	0.08929659414
968	0.0892613588
969	0.0891813609
970	0.08914442241
971	0.08911951088
972	0.08908932916
973	0.08907202246
974	0.08905538076
975	0.08902494085
976	0.08901027505
977	0.08900509298
978	0.08895519274
979	0.08891555387
980	0.08887016605
981	0.08883555372
982	0.08878309959
983	0.08874520389
984	0.08872756687
985	0.08868361049
986	0.08866683058
987	0.0886180732
988	0.0885699396
989	0.08856881908
990	0.08854311355
991	0.08850363603
992	0.08845430637
993	0.08845397151
994	0.08842121213
995	0.08840179631
996	0.08833705315
997	0.08826193066
998	0.0881987033
999	0.08814346216
